UNIQUE_ID,COLLISION_ID,CRASH_DATE,CRASH_TIME,PERSON_ID,PERSON_TYPE,PERSON_INJURY,VEHICLE_ID,PERSON_AGE,EJECTION,EMOTIONAL_STATUS,BODILY_INJURY,POSITION_IN_VEHICLE,SAFETY_EQUIPMENT,PED_LOCATION,PED_ACTION,COMPLAINT,PED_ROLE,CONTRIBUTING_FACTOR_1,CONTRIBUTING_FACTOR_2,PERSON_SEX
6653039,3546635,10/21/2016,16:30,2464693,Occupant,Unspecified,17374662,0,,,,,,,,,Registrant,,,U
6326349,3477023,07/04/2016,14:30,1160516,Occupant,Unspecified,17219272,51,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,M
10045500,4182743,08/03/2019,18:18,edf5ff42-e05b-4c73-8d26-76a12e5135eb,Occupant,Unspecified,19038879,24,,,,,,,,,Registrant,,,M
8703102,4071481,01/29/2019,22:00,88958251-ce1a-465d-999a-9120e3e4a6fe,Occupant,Unspecified,18375346,33,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,M
7723925,3794492,11/21/2017,6:37,67351a82-4372-4578-b1f7-c236ed8d83ce,Occupant,Unspecified,17893790,37,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt,,,Does Not Apply,Driver,,,M
9723409,3985403,09/21/2018,20:46,e42fa9e9-0dee-44cb-b4d6-0f7dcd9e7524,Occupant,Unspecified,18879522,39,,,,,,,,,Registrant,,,M
9880807,4144116,06/01/2019,21:40,59c9eb3d-ebec-4736-a37f-5718ccc7493f,Occupant,Unspecified,18957129,38,,,,,,,,,Registrant,,,M
10230944,4225815,10/20/2019,1:13,ce6652a8-4522-4828-be83-50ab1d3f9861,Occupant,Unspecified,19132166,26,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,F
6627200,3570221,11/28/2016,8:30,2872153,Occupant,Injured,17362264,2,Not Ejected,Unknown,Head,"Middle rear seat, or passenger lying across a seat",Lap Belt,,,Unknown,Passenger,,,F
6864148,3655995,04/21/2017,4:00,83a3757e-4211-473c-beb4-da171a249489,Occupant,Unspecified,17476187,70,,,,,,,,,Registrant,,,F
2281680,3314553,10/12/2015,18:10,1,Occupant,Injured,14901432,54,,,,,,,,,,,,
9329361,4000376,10/14/2018,1:45,0bfd7719-d06a-4569-bf06-9df2be6bc1be,Occupant,Unspecified,18684934,60,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,M
6751125,3549695,10/29/2016,13:00,2499592,Occupant,Unspecified,17421869,35,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,M
9000516,4074403,02/04/2019,4:20,57e804f0-55e3-499e-ae3e-fb9be80865f6,Occupant,Unspecified,18522849,49,,,,,,,,,Registrant,,,M
9782725,4122010,04/27/2019,21:30,5eae85cb-15d1-4cb5-8f55-05130403103d,Occupant,Unspecified,18908753,38,Not Ejected,Does Not Apply,Does Not Apply,"Front passenger, if two or more persons, including the driver, are in the front seat",Lap Belt & Harness,,,Does Not Apply,Passenger,,,F
6863729,3653249,04/17/2017,19:30,7b41c94f-21aa-4747-a6e3-2f6b5d560c67,Occupant,Unspecified,17475983,46,Not Ejected,Does Not Apply,Does Not Apply,Driver,Unknown,,,Does Not Apply,Driver,,,M
2290436,3338263,11/19/2015,14:05,1,Pedestrian,Injured,,25,,,,,,,,,,,,
6284628,3492249,07/31/2016,15:15,1398868,Occupant,Unspecified,,,,,,,,,,,Witness,,,
1640839,126528,11/05/2012,20:50,1,Occupant,Injured,10958561,51,,,,,,,,,,,,
9483086,4007295,10/21/2018,11:20,26028cc9-4c35-4dd5-909b-eb323401a0be,Occupant,Unspecified,18760268,0,Not Ejected,Does Not Apply,Does Not Apply,"Front passenger, if two or more persons, including the driver, are in the front seat",Lap Belt & Harness,,,Does Not Apply,Passenger,,,F
6940326,3671776,05/16/2017,17:30,b18f43a7-2977-4184-bcd5-77a8b1f7b09e,Occupant,Unspecified,17512591,43,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,F
9499729,4008652,10/27/2018,12:15,34c7e8ee-2e36-4989-ace1-a5aa5a666537,Occupant,Unspecified,18768444,37,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,M
6296353,3479126,07/12/2016,22:15,1251448,Occupant,Unspecified,17205223,44,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,F
6747197,3562545,11/17/2016,17:15,2731550,Occupant,Unspecified,17419997,21,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,M
7637497,3753145,09/18/2017,21:15,390de931-52e6-4783-86a9-1dc96a8cd988,Occupant,Unspecified,17851432,37,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,F
6033626,3595193,01/09/2017,19:20,1b8b43fb-f10e-4fe7-8593-1d0f99d58f09,Occupant,Unspecified,17080247,55,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt,,,Does Not Apply,Driver,,,M
5766201,3417763,04/06/2016,9:30,289519,Occupant,Unspecified,16953523,31,,,,,,,,,Registrant,,,F
7680585,3764259,10/05/2017,22:15,1d36519e-125f-45b2-aff2-293d606c63b7,Occupant,Unspecified,17872612,28,Not Ejected,Does Not Apply,Does Not Apply,"Front passenger, if two or more persons, including the driver, are in the front seat",Lap Belt,,,Does Not Apply,Passenger,,,F
9015904,4074801,02/03/2019,23:20,8ef14c03-92aa-44fa-b935-602cc7f0d360,Occupant,Unspecified,18530351,29,,,,,,,,,Registrant,,,M
6496350,3548285,10/26/2016,19:30,2468710,Occupant,Unspecified,17299791,71,,,,,,,,,Registrant,,,M
5726990,3417011,03/15/2016,20:00,142914,Occupant,Unspecified,16933608,31,Not Ejected,Conscious,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,F
7402536,3847403,02/15/2018,16:15,ef5bb427-03fa-4aca-bf73-eccf2c6eab7b,Occupant,Unspecified,17736186,46,,,,,,,,,Registrant,,,M
6637252,3584946,12/19/2016,17:05,3105396,Occupant,Unspecified,17367036,44,,,,,,,,,Registrant,,,F
9663288,4020458,11/13/2018,9:30,8118eadd-626d-4990-9430-13c6fa9ad991,Occupant,Injured,18849454,20,Not Ejected,Conscious,Neck,Driver,Lap Belt & Harness,,,Complaint of Pain or Nausea,Driver,,,F
9205865,3936371,07/07/2018,11:30,d4d3d65b-f7ef-483c-9e94-0ec66a2f45a6,Occupant,Unspecified,18624398,5,Not Ejected,Does Not Apply,Does Not Apply,"Left rear passenger, or rear passenger on a bicycle, motorcycle, snowmobile",Child Restraint Only,,,Does Not Apply,Passenger,,,M
9313227,3962714,08/16/2018,9:08,ff79860c-fda3-4616-a02f-819a885d993c,Occupant,Unspecified,18676968,30,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,F
6775909,3628587,03/09/2017,8:15,290bfdcf-a38a-4bd2-8dfd-4438948358b0,Occupant,Unspecified,17433776,49,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,M
7925373,3797001,11/25/2017,18:00,c5103b5a-9835-4611-a7a2-7c29d338fb51,Occupant,Injured,17992104,24,Not Ejected,Conscious,Neck,Driver,Lap Belt & Harness,,,Complaint of Pain,Driver,,,F
6132933,3618951,02/16/2017,23:11,f84b093b-c33a-465c-9957-7937d8ea1b0f,Occupant,Unspecified,17128205,66,,,,,,,,,Registrant,,,M
8982981,4086544,02/24/2019,12:08,b8c375ff-d115-435a-8c3c-51773e42f932,Occupant,Unspecified,18514223,62,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,M
10097290,4195221,08/27/2019,0:15,f0eef720-75d9-488f-aaee-e917ba2f3a30,Occupant,Unspecified,19064980,20,Not Ejected,Does Not Apply,Does Not Apply,"Left rear passenger, or rear passenger on a bicycle, motorcycle, snowmobile",Lap Belt & Harness,,,Does Not Apply,Passenger,,,F
1396879,1022140,09/11/2014,12:45,1,Occupant,Injured,9590770,37,,,,,,,,,,,,
7318109,3861244,02/26/2018,2:00,13c916e9-8828-475f-8134-1acd1de78579,Occupant,Unspecified,17694674,29,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt,,,Does Not Apply,Driver,,,M
2281133,3312921,10/04/2015,15:00,1,Pedestrian,Injured,,25,,,,,,,,,,,,
5939153,3438065,05/07/2016,21:50,632051,Occupant,Unspecified,17035929,43,,,,,,,,,Registrant,,,M
9657140,4020865,11/14/2018,8:46,e47d0782-2c02-439f-a057-e87a36205fdc,Occupant,Unspecified,18846354,0,,,,,,,,,Registrant,,,F
7058380,3690152,06/13/2017,18:25,388a6382-8cf1-4bab-a758-b55753d92aba,Occupant,Unspecified,17569248,40,,,,,,,,,Registrant,,,M
6301064,3470113,06/25/2016,16:15,1083950,Occupant,Unspecified,17207452,,,,,,,,,,Registrant,,,U
7675212,3782421,11/02/2017,21:10,6df17581-93b7-4f82-9ed0-73ea5244426f,Occupant,Unspecified,17869994,27,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,M
7877118,3772424,10/19/2017,5:30,482673c2-7682-484f-8652-b6869f5a1f0e,Occupant,Unspecified,17968332,50,Not Ejected,Does Not Apply,Does Not Apply,Driver,Unknown,,,Does Not Apply,Driver,,,M
10204792,4219339,10/02/2019,14:15,134d5dc6-a87c-4df5-805a-b53110629b6e,Occupant,Unspecified,19119073,0,,,,,,,,,Registrant,,,U
9789366,4123115,04/30/2019,8:00,591e519e-9af2-49d1-8d9f-334f1b7b53d8,Occupant,Unspecified,18912064,45,,,,,,,,,Registrant,,,F
7449549,3867618,03/06/2018,15:30,f099d0a9-2ecf-4bf0-8e15-8498c57e6a0f,Occupant,Unspecified,17759222,35,,,,,,,,,Registrant,,,F
7906867,3807643,12/12/2017,9:00,df6164ac-ba77-462a-9864-b4384ea053b4,Occupant,Unspecified,17983076,0,,,,,,,,,Registrant,,,
6177604,3461202,06/14/2016,8:55,947812,Occupant,Unspecified,17149747,42,,,,,,,,,Registrant,,,F
9340166,4000498,10/12/2018,8:07,98198dd9-469b-4ab8-bf38-4c60276dff82,Occupant,Unspecified,18690191,26,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,M
9202434,4108225,04/03/2019,15:00,239fcaa0-907f-4446-9b98-00910dc9dde7,Occupant,Unspecified,18622690,64,,,,,,,,,Registrant,,,M
10246144,4228856,10/23/2019,13:30,23edd16c-6ccf-4685-8237-b7dd876a753e,Occupant,Unspecified,,,,,,,,,,,Witness,,,
2279994,3307969,10/03/2015,10:00,1,Pedestrian,Injured,,71,,,,,,,,,,,,
5989639,3448022,05/17/2016,10:45,688060,Occupant,Unspecified,17059431,41,Not Ejected,Does Not Apply,Does Not Apply,Driver,Child Restraint Only,,,Does Not Apply,Driver,,,M
7092977,3669840,05/14/2017,22:40,900addeb-c2ff-4ead-9fac-d92e60f619a0,Occupant,Unspecified,17585703,0,,,,,,,,,Registrant,,,U
6089372,3601661,01/20/2017,23:35,7f73897e-dff9-4b0c-9c6e-c99e13d3533f,Occupant,Unspecified,17107167,38,,,,,,,,,Registrant,,,F
6467646,3524847,09/21/2016,11:02,2215156,Occupant,Unspecified,17286082,51,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt,,,Does Not Apply,Driver,,,M
9900240,4148795,06/07/2019,12:07,fcbaded6-5c34-4478-b6cc-34f18cbd1178,Occupant,Unspecified,18966782,0,,,,,,,,,Registrant,,,U
6182035,3465533,06/18/2016,13:30,1026385,Occupant,Unspecified,,,,,,,,,,,Witness,,,
1543086,2926947,07/03/2012,14:45,1,Occupant,Injured,10384942,31,,,,,,,,,,,,
2172269,279733,07/12/2012,7:15,1,Occupant,Injured,14084008,0,,,,,,,,,,,,
7546352,3873866,03/28/2018,16:40,e68fa607-91c4-4b7e-ace4-c66673cd5e36,Occupant,Unspecified,17806838,62,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,M
7399530,3889174,04/26/2018,18:50,438d2e3f-321e-44f0-8ea4-37221aa5d234,Occupant,Unspecified,17734720,0,,,,,,,,,Registrant,,,M
7016109,3687645,06/09/2017,15:15,0c266292-acf1-4544-9aa2-d43f706c7ab5,Occupant,Unspecified,17549048,0,,,,,,,,,Registrant,,,U
9013136,4079393,02/11/2019,19:00,9c154b4c-6ba2-4c3e-be01-6da64ca27426,Occupant,Unspecified,18528996,49,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,M
7846664,3788321,11/11/2017,15:55,4f1eb882-e380-47b6-a54a-8feeaca8dc1e,Occupant,Injured,17953406,11,Not Ejected,Conscious,Head,"Middle rear seat, or passenger lying across a seat",Unknown,,,Complaint of Pain,Passenger,,,M
6754101,3557201,11/09/2016,17:30,2637691,Occupant,Unspecified,17423322,53,Not Ejected,Does Not Apply,Does Not Apply,Driver,Unknown,,,Does Not Apply,Driver,,,M
10200606,4218225,10/04/2019,5:35,fe3847f2-c8c2-4e45-bcbd-ae7f2109ce8a,Occupant,Unspecified,19116926,51,,,,,,,,,Registrant,,,F
9862363,4142137,05/30/2019,15:45,68e27deb-3e9e-4492-84d3-56c45e67ecdc,Occupant,Injured,18947947,71,Not Ejected,Shock,Head,Driver,Lap Belt & Harness,,,Minor Bleeding,Driver,,,M
7035839,3662623,05/03/2017,15:45,9edf62d6-2383-4cf7-8787-7dd821b8400f,Occupant,Unspecified,17558527,35,,,,,,,,,Registrant,,,F
6512540,3525383,09/23/2016,7:41,2061032,Occupant,Unspecified,17307571,0,,,,,,,,,Registrant,,,
7116669,3726964,08/07/2017,20:41,1dc620b7-d890-4c8b-9f4b-fb19eae9a3db,Occupant,Unspecified,17596997,21,Not Ejected,Does Not Apply,Does Not Apply,"Front passenger, if two or more persons, including the driver, are in the front seat",Unknown,,,Does Not Apply,Passenger,,,F
6880334,3638882,03/25/2017,17:30,55e408c3-2c13-4200-a10b-be9c36ca8352,Occupant,Unspecified,17483928,54,,,,,,,,,Registrant,,,F
9207332,4025407,08/09/2017,20:00,6bffb31d-5ad2-415f-9c84-3b9707384e29,Occupant,Unspecified,18625099,32,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,M
6953316,3662594,05/02/2017,14:30,9c1ede01-5c3c-4419-9b46-1e4b2709905a,Occupant,Unspecified,17518835,0,,,,,,,,,Registrant,,,U
6657029,3577720,12/08/2016,18:52,3004207,Occupant,Unspecified,,,,,,,,,,,Notified Person,,,
6498015,3484073,07/18/2016,15:00,1272722,Occupant,Unspecified,17300581,57,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,M
8731198,4078135,02/09/2019,3:00,31dfea93-d3b2-4929-a069-ca7dd4fd8939,Occupant,Unspecified,18389143,0,,,,,,,,,Registrant,,,
9254202,3926771,06/20/2018,8:10,b43a51de-20d8-4264-8707-d3713d47b31e,Occupant,Unspecified,18647972,8,Not Ejected,Does Not Apply,Does Not Apply,"Any person in the rear of a station wagon, pick-up truck, all passengers on a bus, etc",Lap Belt & Harness,,,Does Not Apply,Passenger,,,F
10151241,4206587,09/15/2019,16:29,cd28fcf3-e7c2-49e6-8ed9-c316c8bcd467,Occupant,Unspecified,19092256,24,,,,,,,,,Registrant,,,M
10180170,4213645,09/26/2019,16:30,6fe28dff-2ec3-429e-88dc-e8623a71dda2,Occupant,Unspecified,19106763,22,,,,,,,,,Registrant,,,F
7908605,3811485,12/17/2017,12:35,d1573347-4f45-4d41-84d2-d53ca945d452,Occupant,Unspecified,17983934,45,Not Ejected,Does Not Apply,Does Not Apply,Driver,Unknown,,,Does Not Apply,Driver,,,F
7488809,3848899,02/17/2018,18:30,75d60a98-e6f0-4234-af14-f5075165c5df,Occupant,Unspecified,17778551,52,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,M
7095446,3685482,06/07/2017,11:00,4a667638-79b6-4eee-963a-9c640ab9f7f9,Occupant,Unspecified,17586887,24,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,F
6951382,3647080,04/07/2017,19:45,a98fd918-b1e6-4666-a197-bc680d941b58,Occupant,Unspecified,17517895,21,,,,,,,,,Registrant,,,M
6167823,3458400,06/08/2016,19:33,899543,Occupant,Unspecified,17145216,48,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,M
7184102,3731500,08/09/2017,20:36,3ca78561-d677-4eb4-93b0-57b2eaef0506,Occupant,Injured,17629364,46,Not Ejected,Conscious,Neck,Right rear passenger or motorcycle sidecar passenger,Lap Belt & Harness,,,Complaint of Pain,Passenger,,,F
9943026,4158534,06/22/2019,22:30,d537cdcd-1ecd-41f5-9bf0-15675c2c99e7,Occupant,Unspecified,18987873,31,,,,,,,,,Registrant,,,M
6280985,3548041,10/25/2016,16:05,2452094,Occupant,Unspecified,17197968,64,Not Ejected,Does Not Apply,Does Not Apply,Driver,Unknown,,,Does Not Apply,Driver,,,M
9257473,3919994,06/09/2018,21:35,d32c0184-c845-47e9-90c9-ded50e0c1cb5,Occupant,Injured,18649575,50,Not Ejected,Conscious,Back,Driver,Lap Belt & Harness,,,Complaint of Pain or Nausea,Driver,,,M
7394201,3845186,02/10/2018,14:20,a0cecc6e-e5e4-4f0e-a588-5738e15de46e,Occupant,Unspecified,17732168,57,Not Ejected,Does Not Apply,Does Not Apply,Driver,Unknown,,,Does Not Apply,Passenger,,,M
9562258,3982296,09/17/2018,9:20,e24b01b2-a66e-456a-9fa0-22fac1a68fbc,Occupant,Unspecified,18799513,41,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,M
7129438,3710702,07/12/2017,13:53,4aca457d-33cf-450e-875d-0b68e14f43ba,Occupant,Unspecified,17603093,24,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,M
6473880,3513896,09/05/2016,21:00,1847215,Occupant,Unspecified,,,,,,,,,,,Witness,,,
6960874,3690957,06/13/2017,8:30,d6e95bd8-73ac-40c3-8ad7-98663dd41523,Occupant,Unspecified,17522451,55,,,,,,,,,Registrant,,,M
7228310,3729979,08/12/2017,4:35,a44f9dad-ead6-45d9-abfb-46d57aa002e0,Occupant,Injured,17650762,12,Not Ejected,Conscious,Head,Right rear passenger or motorcycle sidecar passenger,Lap Belt & Harness,,,Complaint of Pain,Passenger,,,M
7145294,3736298,08/23/2017,19:00,158efdd6-4d4b-47f5-9662-e7568e300f3a,Occupant,Unspecified,17610764,74,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt,,,Does Not Apply,Driver,,,M
6151351,3616023,02/14/2017,19:00,2238bd20-be15-49c6-8078-ed09865aca2f,Occupant,Unspecified,17137166,0,,,,,,,,,Registrant,,,M
6328823,3488189,07/05/2016,1:30,1328371,Occupant,Unspecified,17220440,17,Not Ejected,Does Not Apply,Does Not Apply,"Left rear passenger, or rear passenger on a bicycle, motorcycle, snowmobile",Lap Belt & Harness,,,Does Not Apply,Passenger,,,M
7192998,3722670,08/01/2017,13:35,ad2257a5-033f-49a9-b5c6-353ee7bb035e,Occupant,Unspecified,17633718,33,Not Ejected,Does Not Apply,Does Not Apply,"Middle front seat, or passenger lying across a seat",Lap Belt,,,Does Not Apply,Passenger,,,F
6104418,3623591,02/27/2017,15:35,bb9d6e62-bad1-4df5-a23c-543994fc6faf,Occupant,Unspecified,17114427,14,Not Ejected,Does Not Apply,Does Not Apply,Right rear passenger or motorcycle sidecar passenger,Lap Belt & Harness,,,Does Not Apply,Passenger,,,F
1805955,2976165,04/18/2013,21:40,1,Occupant,Injured,11806168,49,,,,,,,,,,,,
1936864,212731,01/15/2014,11:45,3,Occupant,Injured,12548224,24,,,,,,,,,,,,
5951280,3411259,04/21/2016,16:15,685977,Occupant,Unspecified,17041628,,Not Ejected,Does Not Apply,Does Not Apply,"Front passenger, if two or more persons, including the driver, are in the front seat",Lap Belt & Harness,,,Does Not Apply,Passenger,,,M
7928326,3808304,12/13/2017,14:45,ddcd6564-7f43-4be8-aae3-1b933b31d698,Occupant,Unspecified,,,,,,,,,,,Witness,,,
10123244,4200132,09/02/2019,12:35,be78c10f-b3e7-4c10-8521-75b459fb43fa,Occupant,Unspecified,19078017,0,,,,,,,,,Registrant,,,U
7316002,3829968,01/15/2018,15:20,9b6174a4-d4a9-42ac-9503-81d546eaf175,Occupant,Unspecified,17693650,29,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,F
6758779,3579926,12/16/2016,18:45,3071653,Occupant,Unspecified,17425541,34,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,M
9445856,3968137,08/26/2018,14:26,da5c572a-8440-4641-b61b-e11fa20e97d1,Occupant,Unspecified,18741975,0,,,,,,,,,Registrant,,,F
9102074,4111175,04/07/2019,19:12,4d3b859e-b230-4ae4-a9a7-c4c4710d9746,Occupant,Unspecified,18573078,43,,,,,,,,,Registrant,,,M
7407175,3843944,02/09/2018,19:00,6c83adf7-37b9-46b9-834c-97b16d1210df,Occupant,Unspecified,17738479,37,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,M
7349213,3832486,01/21/2018,17:30,e56da2c9-fcb3-403a-beb9-25e008026914,Occupant,Unspecified,17710021,28,,,,,,,,,Registrant,,,F
9212879,4109886,04/06/2019,20:50,d57a67a5-bae7-4d22-83a5-cd1a1854bf89,Occupant,Unspecified,18627828,22,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,F
6390282,3565671,11/22/2016,9:00,2791885,Occupant,Unspecified,17249492,52,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,F
6526101,3511192,08/29/2016,14:00,1797175,Occupant,Injured,17313992,24,Not Ejected,Conscious,Neck,Driver,Lap Belt & Harness,,,Whiplash,Driver,,,F
6393140,3502990,08/19/2016,7:56,1640703,Occupant,Unspecified,17250861,55,Not Ejected,Does Not Apply,Does Not Apply,"Front passenger, if two or more persons, including the driver, are in the front seat",Lap Belt,,,Does Not Apply,Passenger,,,M
7338738,3841458,02/06/2018,12:50,aeb3d95e-60f3-443b-bd62-f0fb82da8e88,Occupant,Unspecified,17704813,20,Not Ejected,Does Not Apply,Does Not Apply,"Front passenger, if two or more persons, including the driver, are in the front seat",Unknown,,,Does Not Apply,Passenger,,,M
7624582,3795241,11/21/2017,23:05,0f76162b-167a-4b44-ab72-cd391c40a228,Bicyclist,Unspecified,17845184,28,Not Ejected,Does Not Apply,Does Not Apply,Driver,Unknown,,,Does Not Apply,Driver,,,M
9596591,4026516,10/04/2018,13:53,909bc442-8044-4fa9-9111-f16313f7c130,Pedestrian,Injured,,54,,Conscious,Knee-Lower Leg Foot,,,Pedestrian/Bicyclist/Other Pedestrian at Intersection,Crossing Against Signal,Abrasion,Pedestrian,,,F
9510639,4020544,11/12/2018,11:30,635d6df3-3ff6-45ae-9e92-1c743b729ef3,Occupant,Unspecified,18773867,73,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,M
1989845,308575,03/19/2014,20:45,3,Occupant,Injured,12852679,0,,,,,,,,,,,,
6058410,3610625,02/05/2017,16:50,1c9df1fe-e3ca-4c29-ae91-f4e517135db1,Occupant,Unspecified,17092180,49,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,M
7340494,3832858,01/21/2018,0:50,2ddbaa02-fea7-48c9-b9e4-b9c7fdc3046c,Occupant,Unspecified,17705706,0,,,,,,,,,Registrant,,,M
7109745,3720913,07/28/2017,12:45,cddffaae-1265-4256-8b53-66abfed90b93,Occupant,Unspecified,17593643,36,Not Ejected,Does Not Apply,Does Not Apply,"Front passenger, if two or more persons, including the driver, are in the front seat",Lap Belt,,,Does Not Apply,Passenger,,,M
10197729,4217532,09/28/2019,12:00,ba85c769-3684-4f2e-a7e6-5fbc00c3cf00,Occupant,Unspecified,19115500,49,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,M
9869007,4138672,05/25/2019,11:28,5a3e7285-906d-4ef6-8dac-4828a8b5a84b,Occupant,Unspecified,18951309,48,,,,,,,,,Registrant,,,M
6494207,3497533,08/09/2016,12:30,1513176,Occupant,Unspecified,17298774,22,,,,,,,,,Registrant,,,M
9285819,3925778,06/20/2018,13:35,00fa07fe-577e-4764-93d9-797500d047ba,Occupant,Unspecified,18663459,30,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,M
7106037,3693694,06/17/2017,23:30,3eb36f9d-b747-4ba8-ba6a-1fb75cbd3ab8,Occupant,Unspecified,17591914,46,Not Ejected,Does Not Apply,Does Not Apply,"Front passenger, if two or more persons, including the driver, are in the front seat",Lap Belt & Harness,,,Does Not Apply,Passenger,,,F
5930790,3442094,05/14/2016,18:30,662634,Occupant,Unspecified,17032075,30,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt,,,Does Not Apply,Driver,,,M
9705854,4027564,11/16/2018,19:35,6094ec82-e6e1-48f6-bb02-79e904bc6f8a,Occupant,Unspecified,18870618,47,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,F
9236180,3993433,10/04/2018,11:30,0d3b4a90-f409-41bc-ae9b-7bd2d5e8df4f,Occupant,Unspecified,18639192,53,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,M
7093251,3705677,07/05/2017,19:00,a03f3a3f-1478-42d0-b46f-da36f5b8d06e,Occupant,Unspecified,17585831,1,Not Ejected,Does Not Apply,Does Not Apply,Right rear passenger or motorcycle sidecar passenger,Child Restraint Only,,,Does Not Apply,Passenger,,,M
6872540,3634161,03/16/2017,18:13,f16db492-5484-4ee1-ab0d-3f3ab4199615,Occupant,Unspecified,17480260,45,Not Ejected,Does Not Apply,Does Not Apply,"Front passenger, if two or more persons, including the driver, are in the front seat",Lap Belt & Harness,,,Does Not Apply,Passenger,,,F
8990992,4081513,02/15/2019,12:15,640e8977-95f4-4418-805f-10c4b159843c,Occupant,Unspecified,18518178,27,,,,,,,,,Registrant,,,M
9831461,4133255,05/16/2019,12:29,829e02c8-c4e6-4746-8fb6-c27193df7224,Occupant,Unspecified,18932736,52,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,M
8955147,4064247,01/09/2019,10:45,6ead04cb-8da1-4c63-b9c1-892e3fd08e0a,Occupant,Unspecified,18500236,25,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,M
